rank,finalWorth,name,source,industries,citizenship,gender,lastname,estWorthPrev
324,8262.619,Fredrik Lundberg,"real estate, investments",Real Estate,Sweden,M,Lundberg,8262.618851
776,4053.232,Daniel Ek,Spotify,Technology,Sweden,M,Ek,4053.23178
560,5378.003,Martin Lorentzon,Spotify,Technology,Sweden,M,Lorentzon,5378.003144
1002,3276.342,Lars Wingefors,video games,Media & Entertainment,Sweden,M,Wingefors,3276.342411
2717,1014.234,Thomas Meyer,apparel retailer,Fashion & Retail,Switzerland,M,Meyer,1014.233983
2146,1500,Esther Grether,art collection,Fashion & Retail,Switzerland,F,Grether,1500
607,4962.9,Peter Grogg,biochemicals,Healthcare,Switzerland,M,Grogg,4962.899907
644,4775.968,Dona Bertarelli,biotech,Diversified,Switzerland,F,Bertarelli,4775.968305
303,8633.571,Ernesto Bertarelli,"biotech, investments",Healthcare,Switzerland,M,Bertarelli,8633.570507
1686,2000,Walter Frey,car dealerships,Automotive,Switzerland,M,Frey,2000
582,5200.75,Thomas Schmidheiny,cement,Construction & Engineering,Switzerland,M,Schmidheiny,5200.750187
1121,2955.343,Miriam Baumann-Blocher,chemicals,Manufacturing,Switzerland,F,Baumann-Blocher,2955.343129
361,7736.179,Rahel Blocher,chemicals,Manufacturing,Switzerland,F,Blocher,7736.179351
1144,2909.628,Markus Blocher,chemicals,Manufacturing,Switzerland,M,Blocher,2909.627815
361,7736.179,Magdalena Martullo-Blocher,chemicals,Manufacturing,Switzerland,F,Martullo-Blocher,7736.179351
908,3563.289,Margarita Louis-Dreyfus & family,commodities,Food & Beverage,Switzerland,F,Louis-Dreyfus,3563.289187
2167,1483,Gary Fegel,"commodities, investments",Metals & Mining,Switzerland,M,Fegel,1483
533,5598.783,Thomas Straumann,dental implants,Healthcare,Switzerland,M,Straumann,5598.782699
2090,1549.776,Werner O. Weber,electronic components,Manufacturing,Switzerland,M,Weber,1549.776426
1304,2591.777,Matthias Reinhart,finance,Finance & Investments,Switzerland,M,Reinhart,2591.777036
286,9000,Guillaume Pousaz,fintech,Finance & Investments,Switzerland,M,Pousaz,9000
982,3351.316,Hans Peter Wild,flavorings,Food & Beverage,Switzerland,M,Wild,3351.316096
1256,2691.563,Beda Diethelm,hearing aids,Healthcare,Switzerland,M,Diethelm,2691.563196
873,3685.935,Martin Ebner,investments,Finance & Investments,Switzerland,M,Ebner,3685.935471
1473,2300,Stephan Schmidheiny,investments,Finance & Investments,Switzerland,M,Schmidheiny,2300
1231,2733.901,Karl Scheufele III & family,jewelry,Fashion & Retail,Switzerland,M,Scheufele,2733.901
589,5101.127,Michael Pieper,kitchen appliances ,Manufacturing,Switzerland,M,Pieper,5101.126902
539,5554.7,Rudolf Maag,medical devices,Healthcare,Switzerland,M,Maag,5554.699634
1592,2112.824,Willy Michel,medical devices,Healthcare,Switzerland,M,Michel,2112.824133
1337,2545.216,Alberto Siccardi & family,medical devices,Healthcare,Switzerland,M,Siccardi,2545.215843
424,6685.626,Hansjoerg Wyss,medical devices,Healthcare,Switzerland,M,Wyss,6685.626391
449,6399.501,Ivan Glasenberg,mining,Metals & Mining,Switzerland,M,Glasenberg,6399.500534
2091,1549.538,Jean-Paul Clozel,pharmaceuticals,Healthcare,Switzerland,M,Clozel,1549.538051
1417,2388.806,Mario Germano Giuliani,pharmaceuticals,Healthcare,Switzerland,M,Giuliani,2388.806019
1879,1768.939,Giammaria Giuliani,pharmaceuticals,Healthcare,Switzerland,M,Giuliani,1768.939319
833,3804.182,Maja Oeri,Pharmaceuticals,Healthcare,Switzerland,F,Oeri,3804.181576
945,3470.024,Marcel Erni,private equity,Finance & Investments,Switzerland,M,Erni,3470.02392
945,3470.024,Alfred Gantner,private equity,Finance & Investments,Switzerland,M,Gantner,3470.02392
945,3470.024,Urs Wietlisbach,private equity,Finance & Investments,Switzerland,M,Wietlisbach,3470.02392
1604,2099.918,Georg von Opel,"real estate, investments",Finance & Investments,Switzerland,M,von Opel,2099.917713
201,11412.469,Gianluigi & Rafaela Aponte,Shipping,Logistics,Switzerland,,Aponte,11412.46896
1209,2774.514,Eva Maria Bucher-Haefner,"software, investments",Technology,Switzerland,F,Bucher-Haefner,2774.513615
715,4360.042,Martin Haefner,"software, investments",Technology,Switzerland,M,Haefner,4360.04179
1389,2437.648,Peter Spuhler,train cars,Manufacturing,Switzerland,M,Spuhler,2437.648286
1218,2761.059,Sergio Mantegazza,travel,Service,Switzerland,M,Mantegazza,2761.059131
1570,2148.906,Chin Jong Hwa,auto parts,Automotive,Taiwan,M,Chin,2148.905774
1509,2247.066,Xie Weitong,cobalt,Metals & Mining,Taiwan,M,Xie,2247.065622
1271,2669.216,Douglas Hsu,diversified,Diversified,Taiwan,M,Hsu,2669.216021
2673,1046.004,Wu Li-gann,electronic components,Manufacturing,Taiwan,M,Wu,1046.004186
648,4743.618,Pierre Chen,electronics,Technology,Taiwan,M,Chen,4743.617649
2051,1593.171,Tony Chen,electronics,Technology,Taiwan,M,Chen,1593.170563
1414,2400.063,Bruce Cheng,electronics,Technology,Taiwan,M,Cheng,2400.062523
408,6933.185,Terry Gou,electronics,Technology,Taiwan,M,Gou,6933.184586
556,5401.9,Barry Lam,electronics,Technology,Taiwan,M,Lam,5401.899984
1016,3199.4,Rudy Ma,finance,Finance & Investments,Taiwan,M,Ma,3199.399502
664,4653.306,Richard Tsai,finance,Finance & Investments,Taiwan,M,Tsai,4653.306226
711,4392.497,Daniel Tsai,finance,Finance & Investments,Taiwan,M,Tsai,4392.496694
797,3946.563,Tsai Cheng-ta,finance,Finance & Investments,Taiwan,M,Tsai,3946.563408
812,3903.798,Tsai Hong-tu,finance,Finance & Investments,Taiwan,M,Tsai,3903.797583
1402,2427.008,T.Y. Tsai,finance,Finance & Investments,Taiwan,M,Tsai,2427.007542
1949,1689.575,Thomas Wu,finance,Finance & Investments,Taiwan,M,Wu,1689.574632
2429,1252.424,Eugene Wu,finance,Finance & Investments,Taiwan,M,Wu,1252.424336
804,3934.353,Andre Koo Sr,financial services,Finance & Investments,Taiwan,M,Koo,3934.35348
456,6353.512,Tsai Eng-meng,"food, beverages",Food & Beverage,Taiwan,M,Tsai,6353.512291
1523,2225.72,Wei Ying-Chiao,"food, beverages",Food & Beverage,Taiwan,M,Wei,2225.719643
1727,1953.167,Wei Ing-Chou,"food, beverages",Food & Beverage,Taiwan,M,Wei,1953.16665
1765,1887.924,Wei Yin-Heng,"food, beverages",Food & Beverage,Taiwan,M,Wei,1887.924373
1766,1887.831,Wei Yin-Chun,"food, beverages",Food & Beverage,Taiwan,M,Wei,1887.830798
1361,2500.931,Wang Chou-hsiong,footwear,Manufacturing,Taiwan,M,Wang,2500.931227
1758,1901,Chen Tei-fu,herbal products,Fashion & Retail,Taiwan,M,Chen,1901
1464,2315.946,K.C. Liu,manufacturing,Technology,Taiwan,M,Liu,2315.945751
2601,1118.821,Wu Chung-yi,manufacturing,Manufacturing,Taiwan,M,Wu,1118.820536
2389,1290.123,Yeh Kuo-I,manufacturing ,Manufacturing,Taiwan,M,Yeh,1290.122797
1647,2039.602,Scott Lin,optical components,Technology,Taiwan,M,Lin,2039.601748
654,4700.686,Lin Shu-hong,petrochemicals,Manufacturing,Taiwan,M,Lin,4700.685607
2653,1063.937,Tseng Sing-ai,petrochemicals,Manufacturing,Taiwan,F,Tseng,1063.937319
2059,1580.253,Tseng Cheng,petrochemicals,Manufacturing,Taiwan,M,Tseng,1580.252993
1851,1801.235,Shi Wen-long,plastics,Manufacturing,Taiwan,M,Shi,1801.235261
1857,1799.238,Chao Teng-hsiung,real estate,Real Estate,Taiwan,M,Chao,1799.238184
1950,1688.036,Chen Yung-tai,real estate,Real Estate,Taiwan,M,Chen,1688.035766
1545,2189.34,Lin Chen-hai,real estate,Real Estate,Taiwan,M,Lin,2189.339722
2036,1606.158,Richard Chang,"real estate, electronics",Real Estate,Taiwan,M,Chang,1606.158193
2425,1256.015,Wang Ren-sheng,retail,Fashion & Retail,Taiwan,M,Wang,1256.015273
725,4271.351,Samuel Yin,retail,Diversified,Taiwan,M,Yin,4271.351274
1178,2841.429,Morris Chang,semiconductors,Technology,Taiwan,M,Chang,2841.428954
2205,1451.176,Cho Jyh-jer,semiconductors,Technology,Taiwan,M,Cho,1451.176497
2236,1428.269,Archie Hwang,semiconductors,Technology,Taiwan,M,Hwang,1428.269378
1062,3064.636,Tsai Ming-kai,semiconductors,Technology,Taiwan,M,Tsai,3064.63625
2588,1124.147,Tsai Chi-jui,shoes,Fashion & Retail,Taiwan,M,Tsai,1124.147359
1325,2570.132,Lin Ming-hsiung,supermarkets,Fashion & Retail,Taiwan,M,Lin,2570.131937
2080,1559.42,Mohammed Dewji,diversified,Diversified,Tanzania,M,Dewji,1559.419711
166,13185.162,Charoen Sirivadhanabhakdi,"alcohol, real estate",Food & Beverage,Thailand,M,Sirivadhanabhakdi,13185.16189
2004,1646.138,Chatchai Kaewbootta,auto loans,Finance & Investments,Thailand,M,Kaewbootta,1646.137753
1483,2281.867,Prayudh Mahagitsiri,"coffee, shipping",Food & Beverage,Thailand,M,Mahagitsiri,2281.867411
123,16419.102,Dhanin Chearavanont,diversified,Diversified,Thailand,M,Chearavanont,16419.10191
2198,1453.221,Manas Chiaravanond,diversified,Diversified,Thailand,M,Chiaravanond,1453.220799
585,5171.177,Jaran Chiaravanont,diversified,Diversified,Thailand,M,Chiaravanont,5171.177284
1457,2324.257,Kiat Chiaravanont,diversified,Diversified,Thailand,M,Chiaravanont,2324.257054
2183,1467.156,Phongthep Chiaravanont,diversified,Diversified,Thailand,M,Chiaravanont,1467.156429
2198,1453.221,Prathip Chiravanond,diversified,Diversified,Thailand,M,Chiravanond,1453.220799
574,5242.092,Sumet Jiaravanon,diversified,Diversified,Thailand,M,Jiaravanon,5242.092191
588,5127.09,Montri Jiaravanont,diversified,Diversified,Thailand,M,Jiaravanont,5146.104408
1159,2869.663,Harald Link,diversified,Diversified,Thailand,M,Link,2869.662506
288,8958.61,Sarath Ratanavadi,energy,Energy,Thailand,M,Ratanavadi,8958.609592
1769,1884.979,Sathien Setthasit,energy drinks,Food & Beverage,Thailand,M,Setthasit,1884.979079
2504,1187.976,Nutchamai Thanombooncharoen,energy drinks,Food & Beverage,Thailand,F,Thanombooncharoen,1187.975699
2069,1569.934,Niti Osathanugrah,"energy drinks,investments",Finance & Investments,Thailand,M,Osathanugrah,1569.933601
1009,3243.309,Prasert Prasarttong-Osoth,hospitals,Healthcare,Thailand,M,Prasarttong-Osoth,3243.309063
1730,1942.033,William Heinecke,hotels,Real Estate,Thailand,M,Heinecke,1942.032636
1503,2258.062,Vanich Chaiyawan,"insurance, beverages",Finance & Investments,Thailand,M,Chaiyawan,2258.062182
1684,2002.711,Thaksin Shinawatra,investments,Finance & Investments,Thailand,M,Shinawatra,2002.710653
1709,1975.341,Wichai Thongtang,investments,Real Estate,Thailand,M,Thongtang,1975.340518
1292,2628.833,Krit Ratanarak,"media, real estate",Media & Entertainment,Thailand,M,Ratanarak,2628.833247
1025,3180.217,Chuchat Petaumpai & Daonapa Petampai,motorcycle loans,Finance & Investments,Thailand,,Chuchat Petaumpai &,3180.217412
1975,1672.921,Prachak Tangkaravakoon,paints,Manufacturing,Thailand,M,Tangkaravakoon,1672.921467
2514,1183.997,Anant Asavabhokin,real estate,Real Estate,Thailand,M,Asavabhokin,1183.997425
2403,1278.21,Thongma Vijitpongpun,real estate,Real Estate,Thailand,M,Vijitpongpun,1278.210492
1020,3191.178,Somphote Ahunai,renewable energy,Energy,Thailand,M,Ahunai,3191.17821
2726,1001.147,Rit Thirakomen,restaurants,Food & Beverage,Thailand,M,Thirakomen,1001.146604
2698,1026.719,Surin Upatkoon,"telecom, lotteries, insurance",Diversified,Thailand,M,Upatkoon,1026.718847
1586,2127.675,Keeree Kanjanapas,transportation,Real Estate,Thailand,M,Kanjanapas,2127.674864
1921,1724.528,Vonnarat Tangkaravakoon,"wire & cables, paints",Manufacturing,Thailand,M,Tangkaravakoon,1724.52776
1571,2145.512,Ibrahim Erdemoglu,carpet,Manufacturing,Turkey,M,Erdemoglu,2145.512201
1785,1874.442,Ali Erdemoglu,carpet,Manufacturing,Turkey,M,Erdemoglu,1874.442187
792,3995.391,Erman Ilicak,construction,Construction & Engineering,Turkey,M,Ilicak,3995.391104
2576,1132.328,Mehmet Sinan Tara,construction,Construction & Engineering,Turkey,M,Tara,1132.327527
2050,1593.537,Hamdi Akin & family,diversified,Diversified,Turkey,M,Akin,1593.536992
1741,1917.827,Semahat Sevim Arsel,diversified,Diversified,Turkey,F,Arsel,1917.826505
2491,1198.23,Turgay Ciner,diversified,Diversified,Turkey,M,Ciner,1198.230178
2129,1515.036,Ipek Kirac,diversified,Diversified,Turkey,F,Kirac,1515.036067
1823,1830.071,Mustafa Rahmi Koc,diversified,Diversified,Turkey,M,Koc,1830.071438
1317,2577.423,Filiz Sahenk,diversified,Diversified,Turkey,F,Sahenk,2577.422829
2210,1445.79,Deniz Sahenk,diversified,Diversified,Turkey,F,Sahenk,1445.789767
1208,2781.359,Ferit Faik Sahenk,diversified,Diversified,Turkey,M,Sahenk,2781.35923
2716,1016.553,Ahmet Nazif Zorlu,diversified,Diversified,Turkey,M,Zorlu,1016.553327
1428,2369.631,Sezai Bacaksiz,diversified ,Diversified,Turkey,M,Bacaksiz,2369.631
1428,2369.631,Nihat Ozdemir,diversified ,Diversified,Turkey,M,Ozdemir,2369.631
2185,1464,Ahmet Calik,"energy, banking, construction",Diversified,Turkey,M,Calik,1464
2457,1223.902,Sefik Yilmaz Dizdar,fashion retail,Fashion & Retail,Turkey,M,Dizdar,1223.902235
1768,1886.3,Mustafa Kucuk,fashion retail,Fashion & Retail,Turkey,M,Kucuk,1886.299647
2024,1617.924,Husnu Ozyegin,"finance, diversified",Finance & Investments,Turkey,M,Ozyegin,1617.923681
479,6107.491,Murat Ulker,food,Food & Beverage,Turkey,M,Ulker,6107.490886
1641,2045.209,Hamdi Ulukaya,greek yogurt,Food & Beverage,Turkey,M,Ulukaya,2045.209
2338,1336.81,Mehmet Aydinlar,hospitals,Healthcare,Turkey,M,Aydinlar,1336.809533
2592,1121.568,Aydin Dogan,media,Media & Entertainment,Turkey,M,Dogan,1121.567843
2055,1584.007,Bulent Eczacibasi,"pharmaceuticals, diversified",Diversified,Turkey,M,Eczacibasi,1584.007282
2100,1534.007,Faruk Eczacibasi,"pharmaceuticals, diversified",Diversified,Turkey,M,Eczacibasi,1534.007282
2728,1000.137,Murat Vargi,telecom,Telecom,Turkey,M,Vargi,1000.136936
2634,1078.296,Mehmet Nazif Gunal,"tourism, construction",Diversified,Turkey,M,Gunal,1078.296292
1953,1687,Henadiy Boholyubov,"banking, investments",Diversified,Ukraine,M,Boholyubov,1687
1872,1783,Ihor Kolomoyskyy,"banking, investments",Diversified,Ukraine,M,Kolomoyskyy,1783
2033,1612.512,Petro Poroshenko,confectionery,Food & Beverage,Ukraine,M,Poroshenko,1612.512
1157,2877.707,Kostyantin Zhevago,mining,Metals & Mining,Ukraine,M,Zhevago,2877.707164
2193,1459.742,Vadim Novinsky,steel,Metals & Mining,Ukraine,M,Novinsky,1459.742339
1348,2527.37,Victor Pinchuk,"steel pipes, diversified",Metals & Mining,Ukraine,M,Pinchuk,2527.37
369,7658.314,Rinat Akhmetov,"steel, coal ",Metals & Mining,Ukraine,M,Akhmetov,7658.314
1507,2249.404,Abdulla Al Futtaim & family,"auto dealers, investments",Automotive,United Arab Emirates,M,Al Futtaim,2253.665084
1206,2782.509,Abdulla bin Ahmad Al Ghurair & family,diversified,Diversified,United Arab Emirates,M,Al Ghurair,2782.509431
1355,2509.234,Hussain Sajwani,real estate,Real Estate,United Arab Emirates,M,Sajwani,2533.024674
863,3704.905,Majid Al Futtaim & family,"real estate, retail",Real Estate,United Arab Emirates,M,Al Futtaim,3704.904716
519,5690.135,Andrew Currie,chemicals,Manufacturing,United Kingdom,M,Currie,5690.135461
115,17054.65,James Ratcliffe,chemicals,Manufacturing,United Kingdom,M,Ratcliffe,17054.65033
519,5690.135,John Reece,chemicals,Manufacturing,United Kingdom,M,Reece,5690.135461
2587,1125,Mohammed Ibrahim,communications,Telecom,United Kingdom,M,Ibrahim,1125
315,8372.509,Anthony Bamford & family,construction equipment,Construction & Engineering,United Kingdom,M,Bamford,8372.508979
1825,1828.986,Saket Burman,consumer goods,Food & Beverage,United Kingdom,M,Burman,1828.985846
761,4120,Laurence Graff & family,diamond jewelry,Fashion & Retail,United Kingdom,M,Graff,4120
133,15377.001,Hinduja brothers,diversified,Diversified,United Kingdom,M,Hinduja,15377.00133
1137,2917.893,Farhad Moshiri,diversified ,Diversified,United Kingdom,M,Moshiri,2917.893479
1481,2284.669,Dennis Gillings,drug testing,Healthcare,United Kingdom,M,Gillings,2284.668814
1210,2773.459,Matt Moulding,e-commerce,Fashion & Retail,United Kingdom,M,Moulding,2773.458898
2261,1398.995,Geeta Gupta-Fisker,electric cars,Automotive,United Kingdom,F,Gupta-Fisker,1398.9949
1113,2964.308,Hilton Schlosberg,energy drinks,Food & Beverage,United Kingdom,M,Schlosberg,2967.52878
2007,1642.493,Ian Wood & family,energy services,Energy,United Kingdom,M,Wood,1642.492938
1380,2458.605,Philip & Cristina Green,fashion retail,Fashion & Retail,United Kingdom,,Green,2458.60452
2320,1350.798,Bernard Lewis & family,fashion retailer,Fashion & Retail,United Kingdom,M,Lewis,1350.798023
1416,2392.25,Mark Coombs,finance,Finance & Investments,United Kingdom,M,Coombs,2392.249789
2714,1016.739,David Harding,finance,Finance & Investments,United Kingdom,M,Harding,1016.739
703,4428.839,Peter Hargreaves,financial services,Finance & Investments,United Kingdom,M,Hargreaves,4428.838714
2485,1200,Nik Storonsky,fintech,Technology,United Kingdom,M,Storonsky,1200
952,3455.15,Bernard Ecclestone & family,Formula One,Sports,United Kingdom,M,Ecclestone,3455.149815
1748,1910,Christopher Rokos,hedge fund,Finance & Investments,United Kingdom,M,Rokos,1910
493,5915.65,Christopher Hohn,hedge funds,Finance & Investments,United Kingdom,M,Hohn,5915.65
1186,2825,Alan Howard,hedge funds,Finance & Investments,United Kingdom,M,Howard,2825
170,13000,Michael Platt,hedge funds,Finance & Investments,United Kingdom,M,Platt,13000
1320,2576.509,Bill and Jean Adderley & family,home furnishings,Fashion & Retail,United Kingdom,M,Adderley,2576.509237
2318,1351.695,Jasminder Singh & family,hotels ,Real Estate,United Kingdom,M,Singh,1351.694916
1965,1679.333,Peter Kelly,I.T.,Technology,United Kingdom,M,Kelly,1679.333333
599,5001.943,Joe Lewis,investments,Finance & Investments,United Kingdom,M,Lewis,5001.943146
351,7870.056,David Reuben,"investments, real estate",Real Estate,United Kingdom,M,Reuben,7870.056497
1614,2093.337,David McMurtry,manufacturing,Manufacturing,United Kingdom,M,McMurtry,2093.337006
2151,1498.123,Anthony Langley,manufacturing ,Diversified,United Kingdom,M,Langley,1498.122805
1899,1750.385,Alex Beard,"mining, commodities",Metals & Mining,United Kingdom,M,Beard,1750.384807
1037,3139.208,John Caudwell,mobile phones,Telecom,United Kingdom,M,Caudwell,3139.208453
2541,1163.801,Charles Dunstone,mobile phones,Telecom,United Kingdom,M,Dunstone,1163.801036
1960,1682.831,Mark Dixon,office real estate ,Real Estate,United Kingdom,M,Dixon,1682.831144
1760,1900,Andrey Andreev,online dating,Technology,United Kingdom,M,Andreev,1900
441,6515.431,Denise Coates,online gambling,Gambling & Casinos,United Kingdom,F,Coates,6515.430791
1073,3038.073,John Coates,online gambling,Gambling & Casinos,United Kingdom,M,Coates,3038.073447
2417,1264.73,Simon Nixon,price comparison website,Technology,United Kingdom,M,Nixon,1264.729661
2378,1297.258,Richard Desmond,publishing,Media & Entertainment,United Kingdom,M,Desmond,1297.25791
1102,2985.876,Maritsa Lazari & family,real estate,Real Estate,United Kingdom,F,Lazari,2985.875706
217,10788.816,Ian & Richard Livingstone,real estate,Real Estate,United Kingdom,M,Livingstone,10788.81642
1311,2587.802,Eddie & Sol Zakay,real estate,Real Estate,United Kingdom,M,Zakay,2587.80226
351,7870.056,Simon Reuben,"real estate, investments",Diversified,United Kingdom,M,Reuben,7870.056497
1856,1799.576,John Bloor,"real estate, manufacturing",Diversified,United Kingdom,M,Bloor,1799.576272
547,5474.7,Clive Calder,record label,Media & Entertainment,United Kingdom,M,Calder,5474.7
1436,2359.423,Robert Miller,retail,Fashion & Retail,United Kingdom,M,Miller,2359.422599
1046,3119.637,Tom Morris,retail,Fashion & Retail,United Kingdom,M,Morris,3119.637005
1576,2138.411,Michael Ashcroft,security,Finance & Investments,United Kingdom,M,Ashcroft,2071.494255
807,3930.096,Stephen Rubin,sports apparel,Fashion & Retail,United Kingdom,M,Rubin,3930.096232
1070,3043.729,Michael Ashley,sports retailing,Fashion & Retail,United Kingdom,M,Ashley,3043.728814
2234,1429.487,Michael Spencer,stock exchange,Finance & Investments,United Kingdom,M,Spencer,1429.487243
2247,1418.335,Kenneth Lo,textiles,Finance & Investments,United Kingdom,M,Lo,1418.33456
243,9950.904,James Dyson,vacuums,Manufacturing,United Kingdom,M,Dyson,9950.903955
